Tournament,Stage,Match Type,Player,Teams,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths,Cluster
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Alfajer,FNATIC,"cypher, killjoy",210,1.31,229.0,1.63,80.0,143.0,0.88,0.16,0.11,0.06,29.0,21.0,6/29,25,184,113,34,23,12,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Boaster,FNATIC,"astra, brimstone, omen",210,1.05,171.0,0.91,78.0,105.0,0.55,0.52,0.08,0.07,14.0,6.0,1/18,15,116,127,110,16,14,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Boostio,Evil Geniuses,"astra, killjoy, reyna",401,1.02,221.0,1.07,68.0,143.0,0.77,0.2,0.15,0.11,22.0,16.0,5/32,35,310,289,80,59,43,Best Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Jinggg,Paper Rex,"phoenix, raze, sage",333,1.05,254.0,1.09,71.0,166.0,0.86,0.23,0.14,0.14,18.0,5.0,1/21,28,285,262,78,47,48,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,C0M,Evil Geniuses,"breach, brimstone, sova, viper",401,1.05,184.0,0.99,73.0,120.0,0.63,0.37,0.06,0.07,21.0,17.0,9/54,19,252,255,147,26,27,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,CHICHOO,EDward Gaming,"cypher, killjoy, viper",341,1.05,192.0,1.09,77.0,128.0,0.68,0.25,0.06,0.06,25.0,20.0,10/50,27,232,213,84,22,19,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Carpe,T1,"breach, brimstone, gekko, skye",173,0.91,177.0,0.81,68.0,112.0,0.61,0.48,0.05,0.06,27.0,8.0,1/13,22,105,129,83,8,11,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Chronicle,FNATIC,"breach, viper",210,1.21,237.0,1.33,76.0,150.0,0.83,0.43,0.07,0.09,26.0,33.0,0/11,22,174,131,91,15,19,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Demon1,Evil Geniuses,"brimstone, chamber, jett",401,1.09,211.0,1.19,73.0,143.0,0.79,0.17,0.14,0.1,38.0,21.0,11/53,28,318,267,69,56,39,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Derke,FNATIC,raze,210,1.12,247.0,1.18,70.0,158.0,0.82,0.2,0.24,0.22,22.0,38.0,3/8,28,173,147,42,51,47,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Ethan,Evil Geniuses,"breach, kayo, skye",401,1.09,190.0,1.07,78.0,119.0,0.65,0.58,0.05,0.06,18.0,24.0,10/42,20,262,246,231,20,23,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,FiNESSE,NRG Esports,"breach, killjoy, viper",351,0.94,174.0,0.89,70.0,121.0,0.61,0.33,0.08,0.08,20.0,8.0,3/38,21,213,240,116,29,28,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Foxy9,DRX,"jett, raze",83,0.91,216.0,0.85,69.0,143.0,0.69,0.22,0.19,0.28,20.0,25.0,1/4,16,57,67,18,16,23,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,AtaKaptan,FUT Esports,"astra, breach, brimstone, omen, viper",162,1.02,182.0,0.93,71.0,118.0,0.64,0.46,0.07,0.08,26.0,16.0,3/19,22,104,112,75,12,13,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,MrFaliN,FUT Esports,"breach, fade, omen, skye, sova",162,0.95,174.0,0.86,69.0,115.0,0.6,0.39,0.09,0.07,22.0,19.0,4/21,18,97,113,63,15,12,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Munchkin,T1,"killjoy, skye",173,1.0,210.0,0.98,67.0,147.0,0.69,0.2,0.12,0.14,23.0,7.0,2/29,20,119,122,34,21,25,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Rb,DRX,"astra, fade, harbor, kayo, killjoy, neon, sova",231,1.09,235.0,1.19,75.0,147.0,0.85,0.24,0.13,0.05,28.0,6.0,2/34,25,196,165,55,29,11,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,nAts,Team Liquid,"cypher, killjoy, viper",169,1.0,214.0,1.08,75.0,140.0,0.77,0.15,0.1,0.04,29.0,6.0,1/18,26,130,120,26,17,6,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,monk,Attacking Soul Esports,"killjoy, viper",101,0.99,217.0,0.91,68.0,154.0,0.7,0.32,0.09,0.05,20.0,21.0,3/14,21,71,78,32,9,5,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,mindfreak,Paper Rex,"astra, brimstone, omen",333,0.95,175.0,0.93,71.0,114.0,0.63,0.35,0.06,0.08,25.0,17.0,9/54,23,211,228,115,20,27,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,jawgemo,Evil Geniuses,"astra, harbor, omen, raze",401,1.06,212.0,1.04,74.0,141.0,0.72,0.3,0.13,0.14,19.0,32.0,8/25,22,290,279,121,52,56,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,hfmi0dzjc9z7,Attacking Soul Esports,"raze, skye, sova",101,0.74,151.0,0.71,58.0,104.0,0.54,0.22,0.07,0.12,24.0,27.0,3/11,14,55,77,22,7,12,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,f0rsakeN,Paper Rex,"cypher, harbor, jett, neon",333,0.96,215.0,0.94,70.0,141.0,0.73,0.26,0.17,0.15,26.0,5.0,1/21,24,243,259,86,55,51,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,d4v41,Paper Rex,"kayo, killjoy, skye, viper",333,1.05,188.0,1.0,76.0,128.0,0.67,0.4,0.08,0.05,28.0,12.0,7/58,23,222,223,134,26,16,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,crashies,NRG Esports,"skye, sova",351,0.99,167.0,0.93,75.0,111.0,0.6,0.4,0.05,0.09,30.0,17.0,5/29,19,212,229,139,18,32,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,cgrs,Paper Rex,"breach, fade, gekko, killjoy, skye",333,0.81,150.0,0.73,69.0,97.0,0.52,0.32,0.05,0.08,20.0,16.0,6/37,23,173,237,105,15,28,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,cauanzin,LOUD,"breach, skye, sova",80,0.77,170.0,0.72,63.0,110.0,0.6,0.26,0.09,0.08,26.0,17.0,2/12,15,48,67,21,7,6,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,cNed,Natus Vincere,"jett, raze",124,1.04,248.0,1.03,72.0,157.0,0.85,0.22,0.22,0.14,23.0,33.0,0/11,27,106,103,27,27,17,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,bunt,Attacking Soul Esports,"brimstone, harbor, omen",101,0.83,180.0,0.79,67.0,110.0,0.65,0.4,0.04,0.09,25.0,33.0,0/14,20,66,84,40,4,9,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,ban,T1,"harbor, jett, omen, viper",173,0.83,182.0,0.84,66.0,121.0,0.64,0.25,0.06,0.11,26.0,14.0,3/22,22,110,131,44,11,19,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,aspas,LOUD,"jett, neon",80,1.04,252.0,1.02,69.0,159.0,0.83,0.19,0.21,0.2,28.0,33.0,0/8,20,66,65,15,17,16,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,ardiis,NRG Esports,"chamber, jett, killjoy, sage",351,1.03,211.0,1.07,70.0,142.0,0.73,0.22,0.16,0.16,19.0,14.0,6/44,23,255,239,76,57,57,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,qRaxs,FUT Esports,"gekko, kayo",162,0.94,207.0,0.9,77.0,135.0,0.69,0.44,0.09,0.07,31.0,6.0,1/17,21,111,124,71,14,12,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Zyppan,Natus Vincere,"fade, kayo, skye",124,0.89,164.0,0.8,70.0,112.0,0.59,0.32,0.1,0.05,41.0,9.0,1/11,19,73,91,40,13,6,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,ZmjjKK,EDward Gaming,"gekko, jett, raze",341,1.15,274.0,1.3,73.0,170.0,0.96,0.17,0.24,0.16,19.0,13.0,3/23,30,329,254,59,82,54,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Zest,DRX,"astra, brimstone, fade, harbor, sova",148,0.87,155.0,0.78,72.0,98.0,0.54,0.39,0.04,0.1,30.0,20.0,4/20,21,80,103,58,6,15,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,YHchen,Attacking Soul Esports,"breach, kayo",101,1.06,207.0,0.91,75.0,134.0,0.66,0.59,0.11,0.08,18.0,33.0,0/19,16,67,74,60,11,8,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Victor,NRG Esports,"kayo, killjoy, neon, raze",351,1.09,218.0,1.1,74.0,144.0,0.74,0.27,0.08,0.11,23.0,16.0,5/32,24,261,237,95,29,40,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Smoggy,EDward Gaming,"breach, jett, killjoy, raze",341,1.07,195.0,1.13,77.0,130.0,0.74,0.27,0.08,0.07,32.0,19.0,9/47,31,251,222,92,27,23,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Shao,Natus Vincere,"astra, brimstone, fade, killjoy",124,1.05,191.0,1.15,73.0,137.0,0.73,0.22,0.06,0.08,33.0,7.0,2/27,34,90,78,27,8,10,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Sayf,Team Liquid,"jett, raze",169,1.05,246.0,1.08,71.0,158.0,0.82,0.23,0.19,0.19,22.0,5.0,1/21,26,139,129,39,32,32,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Sayaplayer,T1,"jett, raze",173,0.9,212.0,0.94,69.0,139.0,0.76,0.14,0.16,0.18,23.0,31.0,5/16,26,132,140,24,27,31,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,SUYGETSU,Natus Vincere,"cypher, killjoy, viper",124,1.1,206.0,1.17,72.0,145.0,0.73,0.23,0.05,0.1,33.0,21.0,3/14,23,91,78,28,6,12,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Redgar,Team Liquid,omen,169,0.78,136.0,0.69,69.0,88.0,0.49,0.41,0.08,0.12,32.0,11.0,2/18,16,82,118,70,13,21,Under Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Haodong,EDward Gaming,"astra, brimstone, harbor, omen",341,1.02,187.0,0.98,80.0,118.0,0.67,0.36,0.09,0.09,25.0,18.0,6/33,24,228,232,124,30,32,Normal Perform
Champions Tour 2023: Masters Tokyo,All Stages,All Match Types,Jamppi,Team Liquid,"breach, killjoy, skye, sova",169,0.9,178.0,0.88,69.0,115.0,0.63,0.34,0.05,0.11,24.0,18.0,3/17,18,106,121,58,9,19,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,xffero,Rex Regum Qeon,"fade, omen, sova",176,1.14,218.0,1.05,74.0,137.0,0.73,0.35,0.09,0.05,21.0,8.0,2/24,26,128,122,61,16,9,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,2ge,Rex Regum Qeon,"astra, omen",132,1.24,196.0,1.23,80.0,126.0,0.73,0.6,0.04,0.04,27.0,21.0,5/24,30,97,79,79,5,5,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,SkRossi,Global Esports,jett,46,0.6,140.0,0.67,63.0,93.0,0.52,0.11,0.07,0.11,29.0,50.0,2/4,12,24,36,5,3,5,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,SugarZ3ro,ZETA DIVISION,"astra, brimstone, omen",205,1.01,175.0,1.07,80.0,117.0,0.68,0.52,0.04,0.06,24.0,5.0,1/21,34,139,130,106,9,13,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Suggest,DetonatioN FocusMe,"breach, kayo",41,0.83,145.0,0.63,66.0,94.0,0.46,0.46,0.07,0.12,30.0,33.0,0/3,10,19,30,19,3,5,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Sylvan,Gen.G,"astra, omen",250,0.92,184.0,0.85,71.0,119.0,0.63,0.48,0.08,0.08,28.0,17.0,4/24,24,158,185,119,19,21,Normal Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,TENNN,ZETA DIVISION,raze,205,1.01,226.0,1.09,72.0,151.0,0.78,0.18,0.17,0.17,23.0,13.0,2/15,31,160,147,37,34,34,Normal Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,TS,Gen.G,"gekko, skye, sova",250,0.91,181.0,0.92,70.0,126.0,0.65,0.35,0.05,0.08,21.0,10.0,4/41,24,162,176,87,13,21,Normal Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Seoldam,DetonatioN FocusMe,jett,21,0.68,142.0,0.53,71.0,102.0,0.43,0.24,0.14,0.19,22.0,33.0,0/1,9,9,17,5,3,4,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,crow,ZETA DIVISION,"breach, kayo, killjoy, skye",205,1.06,188.0,1.02,80.0,121.0,0.64,0.51,0.08,0.04,29.0,16.0,3/19,23,131,129,105,17,9,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,foxz,Talon Esports,"kayo, skye, sova",116,1.05,192.0,0.99,73.0,129.0,0.66,0.46,0.04,0.03,30.0,23.0,5/22,19,77,78,53,5,3,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,garnetS,Talon Esports,"jett, neon, raze",116,1.16,265.0,1.28,72.0,164.0,0.91,0.13,0.25,0.12,27.0,20.0,1/5,30,105,82,15,29,14,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,invy,Team Secret,"breach, kayo, skye, viper",250,1.25,227.0,1.28,75.0,148.0,0.83,0.44,0.07,0.04,38.0,14.0,4/28,30,207,162,111,17,9,Normal Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,k1Ng,Gen.G,"cypher, killjoy",250,0.93,198.0,0.98,68.0,131.0,0.72,0.18,0.08,0.09,23.0,10.0,3/30,25,179,182,45,21,23,Normal Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,t3xture,Global Esports,"phoenix, raze",46,1.13,229.0,1.25,70.0,144.0,0.87,0.13,0.15,0.07,33.0,33.0,0/5,23,40,32,6,7,3,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,takej,DetonatioN FocusMe,"brimstone, omen",41,0.84,168.0,0.75,63.0,110.0,0.59,0.32,0.1,0.07,53.0,25.0,1/4,13,24,32,13,4,3,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,fl1pzjder,Rex Regum Qeon,"breach, kayo, skye, viper",176,0.99,179.0,0.77,77.0,118.0,0.56,0.52,0.06,0.14,26.0,32.0,6/19,20,99,129,91,10,24,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Patiphan,Talon Esports,"brimstone, harbor, omen",116,1.06,219.0,1.1,68.0,138.0,0.78,0.38,0.12,0.14,27.0,33.0,0/11,23,90,82,44,14,16,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Monyet,Global Esports,"astra, omen",46,1.29,245.0,1.27,85.0,171.0,0.83,0.5,0.17,0.11,27.0,33.0,0/4,20,38,30,23,8,5,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Meteor,Gen.G,jett,250,1.09,246.0,1.16,70.0,158.0,0.85,0.16,0.22,0.15,29.0,18.0,5/28,27,212,183,41,55,37,Normal Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,AYRIN,Global Esports,"fade, skye",46,0.89,156.0,0.76,65.0,101.0,0.54,0.3,0.04,0.04,18.0,9.0,1/11,14,25,33,14,2,2,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Anthem,DetonatioN FocusMe,"fade, sova",41,1.15,246.0,1.28,71.0,161.0,0.9,0.24,0.05,0.12,36.0,30.0,3/10,22,37,29,10,2,5,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,BORKUM,Team Secret,"astra, brimstone, omen",250,1.05,170.0,0.96,78.0,113.0,0.61,0.49,0.07,0.05,21.0,24.0,7/29,20,152,159,123,17,12,Normal Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Bazzi,Global Esports,"killjoy, viper",46,0.96,238.0,1.0,76.0,149.0,0.78,0.35,0.17,0.07,13.0,33.0,0/5,20,36,36,16,8,3,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Crws,Talon Esports,"breach, kayo, viper",116,0.94,157.0,0.9,72.0,104.0,0.56,0.4,0.07,0.08,29.0,33.0,3/9,18,65,72,46,8,9,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Dep,ZETA DIVISION,"breach, jett, neon, sova",205,1.05,215.0,1.12,76.0,147.0,0.8,0.2,0.12,0.1,29.0,20.0,4/20,42,163,146,40,25,21,Normal Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,DubsteP,Team Secret,"jett, killjoy, raze",250,1.02,213.0,1.04,69.0,144.0,0.74,0.15,0.18,0.18,27.0,15.0,4/26,21,186,179,38,45,46,Normal Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,EJAY,Rex Regum Qeon,"jett, raze",176,1.04,208.0,1.09,67.0,138.0,0.78,0.15,0.14,0.18,21.0,13.0,2/16,35,137,126,27,25,32,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Emman,Rex Regum Qeon,raze,44,0.83,202.0,0.74,73.0,134.0,0.66,0.18,0.11,0.18,29.0,33.0,0/4,20,29,39,8,5,8,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,GodDead,Gen.G,"breach, kayo, sage",250,0.83,140.0,0.66,71.0,92.0,0.45,0.52,0.05,0.11,17.0,15.0,4/26,14,112,170,129,13,27,Normal Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,JessieVash,Team Secret,"killjoy, skye, sova",250,0.9,171.0,0.81,66.0,117.0,0.57,0.3,0.07,0.1,24.0,11.0,3/27,20,143,177,74,18,24,Normal Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,JitBoyS,Talon Esports,"cypher, killjoy",116,0.99,189.0,1.07,70.0,127.0,0.68,0.19,0.05,0.1,32.0,8.0,1/13,19,79,74,22,6,12,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Jremy,Team Secret,"killjoy, phoenix, raze, reyna",250,1.02,203.0,0.97,67.0,136.0,0.68,0.24,0.13,0.12,20.0,4.0,1/28,23,171,177,61,32,30,Normal Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Laz,ZETA DIVISION,"chamber, cypher, sova, viper",205,1.13,221.0,1.23,74.0,141.0,0.78,0.2,0.12,0.09,26.0,17.0,5/30,26,159,129,40,25,18,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Lmemore,Rex Regum Qeon,"killjoy, viper",176,0.98,206.0,1.01,66.0,137.0,0.75,0.16,0.08,0.13,31.0,27.0,3/11,35,132,131,29,14,23,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,xnfri,DetonatioN FocusMe,raze,20,0.54,111.0,0.38,55.0,85.0,0.3,0.15,0.05,0.2,17.0,33.0,0/2,6,6,16,3,1,4,Under Perform
Champions Tour 2023: Pacific Last Chance Qualifier,All Stages,All Match Types,Reita,DetonatioN FocusMe,killjoy,41,0.97,224.0,1.07,66.0,136.0,0.78,0.07,0.1,0.07,19.0,33.0,0/11,20,32,30,3,4,3,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Asuna,100 Thieves,"raze, skye, yoru",66,0.95,195.0,0.89,70.0,124.0,0.62,0.27,0.09,0.09,17.0,33.0,0/6,17,41,46,18,6,6,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,bang,100 Thieves,"astra, brimstone, omen",66,0.83,161.0,0.75,71.0,118.0,0.55,0.38,0.0,0.12,29.0,13.0,1/8,18,36,48,25,0,8,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,runi,Cloud9,"breach, cypher, fade, killjoy, sova, viper",222,0.91,167.0,0.87,70.0,111.0,0.6,0.31,0.05,0.04,28.0,18.0,8/45,18,134,154,68,11,8,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,pANcada,Sentinels,"cypher, killjoy, viper",164,1.02,167.0,1.03,72.0,118.0,0.6,0.16,0.04,0.04,27.0,12.0,3/26,17,99,96,27,7,7,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,nzr,Leviatán,"breach, fade, raze, skye, sova",266,1.03,185.0,1.06,80.0,124.0,0.65,0.32,0.07,0.06,20.0,4.0,2/45,24,172,163,84,18,15,Normal Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,mwzera,FURIA,"killjoy, raze, viper",67,1.05,242.0,1.06,63.0,156.0,0.78,0.15,0.07,0.09,15.0,13.0,1/8,20,52,49,10,5,6,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,murizzz,MIBR,"skye, viper",41,0.95,196.0,0.87,61.0,143.0,0.66,0.24,0.05,0.05,29.0,14.0,1/7,14,27,31,10,2,2,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,mazin,FURIA,"kayo, skye, viper",67,0.91,175.0,0.85,72.0,106.0,0.6,0.33,0.09,0.15,32.0,9.0,1/11,17,40,47,22,6,10,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,leaf,Cloud9,"jett, killjoy, raze, skye",222,0.97,229.0,0.97,66.0,151.0,0.78,0.2,0.18,0.22,27.0,18.0,3/17,21,173,178,45,40,48,Normal Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,kon4n,FURIA,"skye, sova",67,0.88,181.0,0.82,72.0,132.0,0.6,0.45,0.01,0.04,19.0,29.0,2/7,19,40,49,30,1,3,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,kiNgg,Leviatán,"breach, brimstone, kayo, raze, viper",266,1.2,233.0,1.28,79.0,153.0,0.8,0.39,0.11,0.1,29.0,15.0,4/27,22,213,167,104,30,27,Normal Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,keznit,KRÜ Esports,"jett, raze",280,1.29,275.0,1.33,82.0,181.0,0.93,0.32,0.17,0.12,17.0,25.0,5/20,29,261,196,90,47,34,Normal Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,jzz,MIBR,raze,41,1.06,225.0,1.03,68.0,146.0,0.76,0.1,0.17,0.17,33.0,33.0,0/6,16,31,30,4,7,7,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,jakee,Cloud9,"astra, brimstone, omen, viper",222,0.9,188.0,0.88,72.0,124.0,0.67,0.31,0.08,0.12,32.0,35.0,9/26,23,149,169,68,17,27,Normal Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,frz,MIBR,"chamber, skye",41,1.0,233.0,1.06,73.0,153.0,0.8,0.24,0.2,0.1,29.0,33.0,0/4,18,33,31,10,8,4,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,dgzin,FURIA,jett,67,0.85,221.0,1.0,69.0,135.0,0.78,0.12,0.24,0.22,30.0,20.0,1/5,24,52,52,8,16,15,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Zellsis,Cloud9,"breach, cypher, harbor, killjoy, viper",222,0.98,170.0,0.9,72.0,112.0,0.59,0.29,0.06,0.06,18.0,21.0,8/38,17,132,146,64,14,14,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Xeppaa,Cloud9,"killjoy, raze, skye",222,0.92,198.0,0.84,71.0,129.0,0.66,0.4,0.06,0.13,20.0,6.0,1/16,18,146,173,88,14,29,Normal Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,TxoziN,MIBR,"killjoy, viper",41,0.64,109.0,0.4,59.0,78.0,0.29,0.27,0.02,0.15,9.0,33.0,0/5,9,12,30,11,1,6,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Cryocells,100 Thieves,"chamber, jett",66,1.12,276.0,1.25,67.0,170.0,0.98,0.09,0.27,0.14,29.0,17.0,1/6,32,65,52,6,18,9,Under Perform
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,DaveeyS,KRÜ Esports,"chamber, cypher, kayo, killjoy",280,1.11,186.0,1.18,73.0,121.0,0.69,0.21,0.1,0.1,31.0,24.0,8/34,19,193,164,58,28,28,Normal Perform
